               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.020235,           0.0020735,          0.00062373,             0.96354,             0.96687,             0.98688,             0.77281,            0.014006,           0.0014587,          0.00026794,             0.00529,             0.00529,             0.00529
                 159,            0.020799,           0.0021643,          0.00081269,             0.96402,             0.96589,             0.98878,             0.78447,            0.013438,           0.0014298,          0.00026046,             0.00526,             0.00526,             0.00526
                 160,            0.020565,           0.0020841,          0.00060666,             0.96765,             0.96521,             0.98876,             0.79639,            0.012747,           0.0014429,          0.00028419,             0.00523,             0.00523,             0.00523
                 161,            0.020636,           0.0020206,          0.00067373,             0.97565,             0.96228,             0.98877,             0.76902,            0.013659,           0.0014489,          0.00027327,              0.0052,              0.0052,              0.0052
                 162,            0.020977,           0.0021023,          0.00059329,             0.97186,             0.96835,             0.98848,             0.78489,            0.012809,           0.0014318,          0.00028491,             0.00517,             0.00517,             0.00517
                 163,            0.019479,           0.0020474,          0.00069731,             0.96869,             0.96424,             0.98905,             0.77508,            0.013342,           0.0014385,          0.00027079,             0.00514,             0.00514,             0.00514
                 164,            0.020211,           0.0021042,           0.0006842,             0.97571,             0.96567,             0.98938,             0.79859,            0.012907,           0.0014057,           0.0002426,             0.00511,             0.00511,             0.00511
                 165,            0.019891,           0.0019817,          0.00064139,             0.97233,             0.97053,             0.98995,             0.79486,            0.012511,           0.0014049,          0.00029236,             0.00508,             0.00508,             0.00508
                 166,            0.019931,           0.0020379,          0.00067224,             0.97196,             0.97336,             0.98905,             0.79442,            0.012799,           0.0014055,          0.00028676,             0.00505,             0.00505,             0.00505
                 167,            0.019719,           0.0020723,          0.00078577,              0.9755,             0.96852,             0.99002,             0.79307,            0.012811,           0.0014108,          0.00025959,             0.00502,             0.00502,             0.00502
                 168,            0.020188,           0.0020633,          0.00070775,              0.9713,              0.9672,              0.9885,             0.79248,            0.013016,           0.0014262,          0.00024865,             0.00499,             0.00499,             0.00499
                 169,            0.020079,           0.0020678,          0.00064878,             0.96618,             0.97865,             0.98968,             0.80614,            0.012535,           0.0013751,          0.00027598,             0.00496,             0.00496,             0.00496
                 170,            0.020413,           0.0019675,          0.00056325,             0.97957,             0.97223,             0.98987,             0.79923,            0.012691,           0.0014094,          0.00029687,             0.00493,             0.00493,             0.00493
                 171,            0.019543,           0.0019396,          0.00066621,             0.96932,             0.97525,             0.99009,             0.79918,            0.012751,           0.0013786,          0.00024617,              0.0049,              0.0049,              0.0049
                 172,             0.01919,           0.0020173,          0.00067293,             0.96571,             0.97821,             0.98931,             0.80335,            0.012494,           0.0013964,          0.00023817,             0.00487,             0.00487,             0.00487
                 173,            0.019808,           0.0020645,          0.00067416,             0.96675,             0.97201,             0.98867,              0.7963,            0.012994,           0.0013979,          0.00024826,             0.00484,             0.00484,             0.00484
                 174,            0.019773,           0.0019735,          0.00062253,             0.98063,              0.9602,             0.98925,             0.79882,            0.012593,           0.0013814,          0.00024563,             0.00481,             0.00481,             0.00481
                 175,            0.019889,           0.0020149,          0.00061003,             0.97256,             0.97782,             0.98946,             0.81226,             0.01235,           0.0013612,          0.00023374,             0.00478,             0.00478,             0.00478
                 176,            0.019365,           0.0019715,          0.00061192,             0.97804,             0.97247,             0.98983,             0.81116,            0.012158,           0.0013769,          0.00024211,             0.00475,             0.00475,             0.00475
                 177,            0.020228,           0.0020691,          0.00078123,             0.97449,             0.97254,             0.98972,             0.79591,            0.012591,           0.0013879,          0.00027491,             0.00472,             0.00472,             0.00472
                 178,            0.019619,           0.0020402,           0.0006057,             0.97568,             0.96897,             0.99006,             0.81014,            0.011995,           0.0013651,           0.0002472,             0.00469,             0.00469,             0.00469
                 179,            0.019486,           0.0020111,          0.00084984,             0.97671,             0.96762,             0.98917,             0.80829,            0.012253,           0.0013705,          0.00024048,             0.00466,             0.00466,             0.00466
                 180,            0.019438,           0.0019375,          0.00053644,             0.97617,             0.97317,              0.9907,             0.80307,            0.012625,           0.0013684,          0.00024929,             0.00463,             0.00463,             0.00463
                 181,             0.01953,           0.0018963,          0.00072871,             0.98051,             0.96405,             0.99028,             0.80752,            0.012195,           0.0013724,          0.00026509,              0.0046,              0.0046,              0.0046
                 182,            0.019739,           0.0020002,          0.00066149,             0.97724,              0.9697,             0.99003,             0.80746,            0.011841,           0.0013686,           0.0002063,             0.00457,             0.00457,             0.00457
                 183,            0.019709,           0.0019682,          0.00054769,              0.9821,             0.96403,             0.99063,             0.81151,            0.011999,           0.0013499,          0.00023448,             0.00454,             0.00454,             0.00454
                 184,            0.019473,           0.0019773,          0.00056253,             0.97789,             0.96635,             0.98964,             0.81207,            0.011694,           0.0013607,           0.0002056,             0.00451,             0.00451,             0.00451
                 185,            0.019207,           0.0019507,          0.00051004,             0.96555,             0.97872,             0.98923,             0.81232,            0.011772,           0.0013488,          0.00022456,             0.00448,             0.00448,             0.00448
                 186,            0.018789,           0.0020059,          0.00049304,             0.97884,             0.97047,              0.9904,                0.82,            0.011732,           0.0013464,          0.00023018,             0.00445,             0.00445,             0.00445
                 187,            0.018802,           0.0019157,          0.00058579,             0.97509,             0.95991,             0.99061,             0.81169,             0.01165,           0.0013608,          0.00020597,             0.00442,             0.00442,             0.00442
                 188,            0.018642,           0.0018928,          0.00052551,             0.97812,             0.95854,              0.9907,             0.81488,            0.011481,           0.0013548,          0.00021938,             0.00439,             0.00439,             0.00439
                 189,            0.019465,            0.001993,          0.00059278,              0.9752,             0.97481,             0.99032,              0.8206,            0.011557,           0.0013461,          0.00023138,             0.00436,             0.00436,             0.00436
                 190,            0.018885,           0.0019696,          0.00054742,             0.98139,              0.9695,             0.99013,             0.81785,            0.011427,           0.0013614,          0.00025395,             0.00433,             0.00433,             0.00433
                 191,            0.018693,           0.0019336,          0.00067117,             0.97142,             0.97525,             0.99089,             0.81508,            0.011683,           0.0013259,          0.00022929,              0.0043,              0.0043,              0.0043
                 192,            0.019183,           0.0020484,           0.0006334,             0.97554,             0.97386,             0.99083,             0.81281,            0.011613,           0.0013258,           0.0002133,             0.00427,             0.00427,             0.00427
                 193,            0.018713,           0.0019051,          0.00062894,             0.96752,             0.97924,             0.99109,             0.81717,            0.011782,           0.0013359,          0.00022508,             0.00424,             0.00424,             0.00424
                 194,              0.0188,           0.0019559,          0.00060688,             0.97453,             0.97234,              0.9905,             0.81235,             0.01122,           0.0013393,          0.00020315,             0.00421,             0.00421,             0.00421
                 195,            0.018912,           0.0019677,           0.0005685,             0.97741,             0.97153,             0.99113,              0.8231,            0.011134,           0.0013336,          0.00020281,             0.00418,             0.00418,             0.00418
                 196,            0.019045,           0.0020214,          0.00052257,             0.97414,              0.9757,             0.99121,             0.82635,            0.011426,           0.0013415,          0.00019259,             0.00415,             0.00415,             0.00415
                 197,            0.019078,           0.0019306,          0.00041452,             0.97801,             0.97199,             0.99119,             0.82353,            0.011155,           0.0013292,          0.00019576,             0.00412,             0.00412,             0.00412
                 198,            0.018795,            0.001883,          0.00056459,              0.9765,             0.97352,             0.99043,             0.82185,            0.011368,           0.0013187,          0.00020146,             0.00409,             0.00409,             0.00409
                 199,            0.018797,           0.0019659,          0.00051288,             0.97824,             0.97548,             0.99041,             0.82795,            0.011434,           0.0013222,           0.0001915,             0.00406,             0.00406,             0.00406
                 200,            0.018445,           0.0019206,           0.0006193,             0.97516,             0.97372,                0.99,             0.82603,            0.011721,            0.001324,          0.00022539,             0.00403,             0.00403,             0.00403
                 201,            0.018257,            0.001882,          0.00045496,             0.97447,             0.97295,             0.99102,             0.82477,            0.011266,           0.0013183,          0.00023373,               0.004,               0.004,               0.004
                 202,            0.018587,           0.0019026,          0.00072104,             0.97592,             0.97593,             0.98993,             0.82394,            0.011171,           0.0013088,          0.00018816,             0.00397,             0.00397,             0.00397
                 203,            0.017915,           0.0019009,          0.00047437,             0.97975,             0.97286,             0.99061,             0.82823,            0.011246,           0.0013182,          0.00019766,             0.00394,             0.00394,             0.00394
                 204,            0.018151,           0.0018174,          0.00066952,             0.97855,             0.97676,             0.99112,             0.82093,            0.011634,           0.0013219,          0.00020241,             0.00391,             0.00391,             0.00391
                 205,            0.018766,           0.0019782,            0.000526,              0.9766,             0.97376,             0.99125,             0.81263,            0.011482,           0.0013209,          0.00020604,             0.00388,             0.00388,             0.00388
                 206,            0.018534,            0.001884,          0.00052694,             0.97099,             0.97901,             0.99093,             0.82993,            0.011077,           0.0013344,          0.00019981,             0.00385,             0.00385,             0.00385
                 207,            0.018572,            0.001931,          0.00046542,             0.97368,             0.97253,             0.99123,             0.81761,            0.011321,           0.0013106,           0.0002185,             0.00382,             0.00382,             0.00382
                 208,            0.017726,           0.0018302,          0.00063026,             0.97913,             0.97511,             0.99225,             0.82315,            0.011198,           0.0013009,          0.00022251,             0.00379,             0.00379,             0.00379
                 209,            0.019007,           0.0019176,          0.00061983,             0.97606,             0.97702,              0.9911,             0.83017,            0.011141,           0.0012867,          0.00019784,             0.00376,             0.00376,             0.00376
                 210,             0.01808,           0.0018024,          0.00055541,             0.98068,             0.97409,             0.99163,             0.83299,            0.011013,           0.0013002,          0.00019059,             0.00373,             0.00373,             0.00373
                 211,            0.017353,           0.0018389,          0.00056168,             0.97829,             0.97367,             0.99066,              0.8095,             0.01168,           0.0013064,          0.00022841,              0.0037,              0.0037,              0.0037
                 212,            0.017597,           0.0018465,          0.00056302,             0.98027,             0.97512,             0.99017,             0.82876,            0.011051,           0.0012854,          0.00019221,             0.00367,             0.00367,             0.00367
                 213,            0.017784,            0.001845,          0.00053055,             0.98069,             0.97512,             0.99027,             0.82561,            0.011166,           0.0013031,          0.00017278,             0.00364,             0.00364,             0.00364
                 214,            0.017634,           0.0019378,          0.00053567,             0.97968,             0.97402,             0.99112,             0.83254,            0.010695,            0.001316,           0.0001812,             0.00361,             0.00361,             0.00361
                 215,            0.018077,           0.0018901,          0.00059959,             0.97983,             0.97311,             0.99091,             0.83067,             0.01082,           0.0012919,          0.00018606,             0.00358,             0.00358,             0.00358
                 216,            0.017919,           0.0019184,          0.00042958,             0.97342,             0.98196,             0.99001,             0.82992,            0.010882,           0.0012872,          0.00019323,             0.00355,             0.00355,             0.00355
                 217,            0.018181,           0.0019136,          0.00059047,             0.97692,             0.97364,              0.9904,             0.82951,            0.010954,           0.0012892,          0.00017901,             0.00352,             0.00352,             0.00352
                 218,            0.017861,           0.0018319,          0.00044293,             0.97108,             0.97941,             0.99131,             0.83346,            0.010961,           0.0013063,           0.0001878,             0.00349,             0.00349,             0.00349
                 219,            0.017424,           0.0018072,          0.00047431,             0.97959,              0.9729,             0.99101,             0.83848,             0.01057,            0.001287,          0.00018004,             0.00346,             0.00346,             0.00346
                 220,            0.017403,             0.00191,          0.00044852,             0.97797,             0.97488,             0.99177,             0.83066,            0.010867,           0.0012714,          0.00017552,             0.00343,             0.00343,             0.00343
                 221,             0.01721,            0.001812,          0.00035628,             0.97948,             0.97022,             0.99226,             0.83561,            0.010649,           0.0012675,          0.00016485,              0.0034,              0.0034,              0.0034
                 222,            0.017588,           0.0018186,          0.00055681,             0.98054,             0.97242,             0.99075,             0.83309,            0.010713,           0.0012591,          0.00015761,             0.00337,             0.00337,             0.00337
                 223,            0.017396,           0.0018353,          0.00047682,             0.98144,             0.97446,             0.99118,              0.8286,            0.010917,             0.00127,          0.00016651,             0.00334,             0.00334,             0.00334
                 224,            0.017221,            0.001771,          0.00046353,             0.98198,             0.97292,             0.99152,             0.83861,            0.010446,           0.0012597,          0.00016948,             0.00331,             0.00331,             0.00331
                 225,            0.017675,           0.0018527,          0.00046308,             0.98117,             0.96985,             0.99173,             0.83197,             0.01062,           0.0012681,           0.0001742,             0.00328,             0.00328,             0.00328
                 226,            0.017342,           0.0018257,          0.00054726,             0.98499,             0.96931,             0.99234,             0.83873,            0.010508,            0.001255,          0.00019686,             0.00325,             0.00325,             0.00325
                 227,            0.016833,           0.0017595,          0.00047919,              0.9771,             0.97646,             0.99108,             0.83051,            0.010578,           0.0012633,          0.00017501,             0.00322,             0.00322,             0.00322
                 228,            0.017086,           0.0017765,          0.00042418,             0.98168,             0.97279,             0.99233,             0.83911,            0.010346,           0.0012506,          0.00016997,             0.00319,             0.00319,             0.00319
                 229,            0.017654,           0.0019136,          0.00051832,             0.98429,             0.97233,             0.99186,             0.84206,            0.010224,            0.001247,           0.0001825,             0.00316,             0.00316,             0.00316
                 230,            0.017304,           0.0018308,          0.00052568,             0.98294,             0.97412,             0.99249,             0.84174,            0.010203,           0.0012413,          0.00016208,             0.00313,             0.00313,             0.00313
                 231,            0.017242,           0.0017766,          0.00035233,             0.97973,             0.97392,             0.99105,             0.84603,            0.010247,           0.0012386,          0.00016071,              0.0031,              0.0031,              0.0031
                 232,            0.017119,           0.0018558,           0.0005059,             0.98159,             0.97187,             0.99108,             0.84175,            0.010394,           0.0012378,          0.00016446,             0.00307,             0.00307,             0.00307
                 233,            0.016634,           0.0017606,          0.00034685,             0.97729,             0.97671,             0.99122,             0.84745,            0.010032,           0.0012273,          0.00016265,             0.00304,             0.00304,             0.00304
                 234,            0.016678,           0.0018577,          0.00050146,             0.98332,             0.97299,             0.99175,             0.84391,            0.010283,           0.0012352,          0.00015557,             0.00301,             0.00301,             0.00301
                 235,            0.017244,            0.001869,          0.00051818,             0.97772,             0.97899,             0.99118,             0.84601,            0.010385,           0.0012397,          0.00017024,             0.00298,             0.00298,             0.00298
                 236,              0.0171,           0.0017959,          0.00041414,             0.98326,             0.97691,             0.99158,             0.84485,           0.0099964,           0.0012227,          0.00015827,             0.00295,             0.00295,             0.00295
                 237,            0.016433,            0.001772,          0.00047765,              0.9838,             0.97639,             0.99198,             0.84385,            0.010254,           0.0012299,          0.00014591,             0.00292,             0.00292,             0.00292
                 238,            0.016557,           0.0016958,          0.00039815,             0.98065,             0.97729,             0.99263,             0.84471,            0.010373,           0.0012239,          0.00014911,             0.00289,             0.00289,             0.00289
                 239,            0.016892,           0.0017577,          0.00038386,             0.98068,             0.97227,             0.99179,             0.84072,            0.010301,           0.0012368,          0.00015046,             0.00286,             0.00286,             0.00286
                 240,            0.016909,           0.0017616,          0.00052975,             0.97979,             0.97832,             0.99214,             0.84307,            0.010226,           0.0012259,          0.00015284,             0.00283,             0.00283,             0.00283
                 241,            0.016699,           0.0017558,          0.00049461,              0.9846,             0.97595,             0.99208,             0.84391,           0.0098751,           0.0012214,          0.00015849,              0.0028,              0.0028,              0.0028
                 242,            0.017232,           0.0018025,          0.00044217,             0.97678,             0.97945,             0.99237,             0.85058,           0.0098672,           0.0012248,          0.00015662,             0.00277,             0.00277,             0.00277
                 243,            0.016738,           0.0017511,          0.00046894,             0.97861,             0.97656,             0.99212,             0.85269,           0.0097981,           0.0012167,          0.00015271,             0.00274,             0.00274,             0.00274
                 244,              0.0162,           0.0017625,          0.00048637,             0.98145,              0.9735,             0.99098,             0.85128,           0.0099202,           0.0012219,          0.00015045,             0.00271,             0.00271,             0.00271
                 245,            0.016901,           0.0018104,          0.00044187,              0.9834,             0.97621,             0.99107,             0.84356,            0.010245,           0.0012179,          0.00015428,             0.00268,             0.00268,             0.00268
                 246,            0.016721,           0.0017728,          0.00039612,             0.98137,             0.97578,             0.99119,             0.85139,           0.0097426,           0.0012196,          0.00014782,             0.00265,             0.00265,             0.00265
                 247,            0.016488,           0.0017426,          0.00039383,             0.98062,             0.97465,             0.99159,             0.84708,           0.0099167,           0.0012239,          0.00014067,             0.00262,             0.00262,             0.00262
                 248,            0.016532,           0.0017716,          0.00047131,               0.981,             0.97928,             0.99254,             0.85196,           0.0096963,           0.0012333,          0.00013091,             0.00259,             0.00259,             0.00259
                 249,             0.01611,           0.0017463,          0.00042297,             0.98159,             0.97636,             0.99192,             0.85108,           0.0098606,           0.0012373,          0.00012993,             0.00256,             0.00256,             0.00256
                 250,            0.016845,           0.0017255,          0.00048827,             0.98059,             0.97789,             0.99228,             0.84525,            0.010123,           0.0012343,           0.0001286,             0.00253,             0.00253,             0.00253
                 251,            0.016518,           0.0018349,          0.00049968,             0.98326,             0.97719,             0.99153,             0.84553,            0.010003,           0.0012166,          0.00013928,              0.0025,              0.0025,              0.0025
                 252,            0.016394,            0.001771,          0.00048442,             0.98089,             0.98026,             0.99271,             0.83782,            0.010322,           0.0012172,          0.00019509,             0.00247,             0.00247,             0.00247
                 253,            0.016144,           0.0017209,          0.00048328,             0.97898,              0.9806,             0.99262,             0.84882,           0.0099433,           0.0012085,          0.00017012,             0.00244,             0.00244,             0.00244
                 254,            0.015931,           0.0018148,          0.00043742,             0.97968,             0.98046,             0.99227,             0.84577,            0.010118,           0.0012084,          0.00013981,             0.00241,             0.00241,             0.00241
                 255,            0.016235,           0.0017628,          0.00038223,             0.97963,             0.98032,             0.99235,             0.84746,            0.010089,           0.0012036,          0.00013162,             0.00238,             0.00238,             0.00238
                 256,            0.015629,           0.0016588,          0.00044414,             0.98453,             0.97865,             0.99267,             0.85018,           0.0098488,           0.0012007,          0.00012528,             0.00235,             0.00235,             0.00235
                 257,            0.016139,           0.0018344,          0.00048118,             0.97911,             0.98235,             0.99286,             0.85161,           0.0098172,           0.0012017,          0.00012115,             0.00232,             0.00232,             0.00232
                 258,            0.016432,           0.0017918,          0.00043988,              0.9824,             0.98228,             0.99269,             0.85531,           0.0096069,           0.0012002,          0.00012498,             0.00229,             0.00229,             0.00229
                 259,            0.016042,            0.001712,          0.00050582,             0.98179,             0.97861,             0.99234,             0.85762,           0.0096184,           0.0011979,          0.00012128,             0.00226,             0.00226,             0.00226
                 260,              0.0161,           0.0017537,          0.00051145,             0.98109,             0.97792,             0.99157,             0.85219,           0.0098355,           0.0012071,          0.00011733,             0.00223,             0.00223,             0.00223
                 261,            0.016287,            0.001777,           0.0004545,             0.98652,             0.97306,             0.99286,             0.85438,           0.0098078,           0.0011932,          0.00014631,              0.0022,              0.0022,              0.0022
                 262,            0.016015,           0.0017413,          0.00042402,             0.98099,             0.97907,             0.99254,             0.85606,           0.0097782,           0.0011926,          0.00013564,             0.00217,             0.00217,             0.00217
                 263,            0.016443,           0.0017231,          0.00044743,             0.98277,             0.97816,             0.99259,             0.85234,           0.0098456,              0.0012,          0.00012036,             0.00214,             0.00214,             0.00214
                 264,            0.015873,           0.0016758,            0.000533,             0.97751,             0.97473,             0.99287,             0.84895,           0.0097898,           0.0012106,          0.00012378,             0.00211,             0.00211,             0.00211
                 265,            0.016078,           0.0017047,          0.00041519,             0.98436,              0.9749,             0.99239,              0.8546,           0.0095779,           0.0011954,          0.00013089,             0.00208,             0.00208,             0.00208
                 266,            0.015645,           0.0017599,          0.00045556,             0.97793,             0.98337,              0.9928,              0.8606,           0.0094961,           0.0011943,          0.00012086,             0.00205,             0.00205,             0.00205
                 267,            0.016276,           0.0018152,          0.00036546,             0.98289,             0.97848,             0.99296,             0.85458,           0.0095786,           0.0012008,          0.00013359,             0.00202,             0.00202,             0.00202
                 268,            0.015698,            0.001707,          0.00040035,             0.98572,             0.97638,             0.99266,             0.85263,           0.0097152,           0.0011993,          0.00013865,             0.00199,             0.00199,             0.00199
                 269,            0.015529,           0.0017353,          0.00055097,             0.98387,             0.97867,             0.99195,             0.85492,           0.0095846,           0.0011955,           0.0001435,             0.00196,             0.00196,             0.00196
                 270,            0.015274,           0.0017543,          0.00032546,             0.98287,             0.97988,             0.99269,             0.85829,           0.0095292,           0.0011869,          0.00013865,             0.00193,             0.00193,             0.00193
                 271,            0.015224,           0.0016602,          0.00042244,             0.98294,             0.97881,             0.99274,             0.85244,           0.0098901,            0.001185,          0.00013364,              0.0019,              0.0019,              0.0019
                 272,            0.015957,           0.0017866,          0.00051491,             0.97932,             0.98262,             0.99282,             0.85546,           0.0095753,           0.0011804,          0.00013447,             0.00187,             0.00187,             0.00187
                 273,            0.015427,            0.001669,          0.00035417,             0.97951,             0.98098,             0.99266,             0.85681,           0.0094732,           0.0011761,          0.00012685,             0.00184,             0.00184,             0.00184
                 274,            0.015208,           0.0017088,          0.00036139,             0.98387,             0.97871,             0.99243,             0.85835,           0.0094578,           0.0011766,          0.00011501,             0.00181,             0.00181,             0.00181
                 275,            0.015626,           0.0017377,          0.00033564,             0.97904,             0.97888,             0.99194,             0.86279,           0.0093007,           0.0011745,          0.00011003,             0.00178,             0.00178,             0.00178
                 276,            0.015276,           0.0017311,          0.00043228,             0.98337,             0.97677,             0.99225,             0.85953,           0.0093124,           0.0011704,          0.00011534,             0.00175,             0.00175,             0.00175
                 277,            0.015273,           0.0016318,          0.00037493,             0.98101,             0.97841,             0.99273,             0.85712,           0.0094389,           0.0011771,          0.00012962,             0.00172,             0.00172,             0.00172
                 278,            0.015809,           0.0016785,          0.00035203,             0.98501,              0.9757,             0.99277,             0.85446,           0.0095494,           0.0011895,          0.00012973,             0.00169,             0.00169,             0.00169
                 279,            0.014963,           0.0015962,          0.00025375,             0.98181,             0.98069,              0.9925,             0.86202,           0.0091163,           0.0011772,          0.00012341,             0.00166,             0.00166,             0.00166
                 280,            0.015301,           0.0016879,          0.00044243,             0.98208,             0.97835,             0.99223,              0.8606,           0.0092073,           0.0011782,          0.00012096,             0.00163,             0.00163,             0.00163
                 281,            0.014795,           0.0016329,          0.00043059,             0.98007,             0.98026,             0.99235,             0.85676,           0.0093924,           0.0011747,          0.00011802,              0.0016,              0.0016,              0.0016
                 282,            0.015508,           0.0017431,          0.00034435,              0.9851,              0.9763,             0.99275,              0.8635,           0.0092362,           0.0011722,          0.00011509,             0.00157,             0.00157,             0.00157
                 283,            0.015347,           0.0017572,           0.0003202,              0.9841,             0.97867,             0.99252,             0.86409,           0.0090689,           0.0011668,           0.0001168,             0.00154,             0.00154,             0.00154
                 284,            0.015032,           0.0017003,          0.00036996,             0.97948,             0.98047,             0.99218,             0.86381,           0.0090906,           0.0011749,          0.00011792,             0.00151,             0.00151,             0.00151
                 285,            0.015224,           0.0017346,          0.00031671,             0.98472,             0.97649,             0.99266,             0.86588,           0.0088515,            0.001176,          0.00012357,             0.00148,             0.00148,             0.00148
                 286,            0.014983,           0.0016644,          0.00042214,             0.98516,             0.97788,             0.99268,             0.86505,           0.0088865,           0.0011632,          0.00011664,             0.00145,             0.00145,             0.00145
                 287,            0.015422,           0.0016614,          0.00038449,             0.98523,             0.97709,             0.99293,             0.86695,           0.0088736,            0.001162,          0.00010329,             0.00142,             0.00142,             0.00142
                 288,            0.014882,           0.0016709,          0.00044098,             0.98578,             0.97582,             0.99254,             0.86679,           0.0089042,           0.0011577,          0.00010341,             0.00139,             0.00139,             0.00139
                 289,            0.014509,           0.0016838,          0.00031748,             0.98151,             0.98026,             0.99285,             0.86596,           0.0090575,           0.0011566,          0.00010115,             0.00136,             0.00136,             0.00136
                 290,            0.014767,           0.0017494,          0.00041902,             0.98229,             0.97808,             0.99219,             0.86243,            0.009042,           0.0011602,           0.0001056,             0.00133,             0.00133,             0.00133
                 291,            0.014847,           0.0017275,          0.00039062,             0.98116,             0.98046,             0.99276,             0.86481,           0.0089278,           0.0011575,          0.00010215,              0.0013,              0.0013,              0.0013
                 292,            0.014674,           0.0016399,           0.0004345,             0.98082,             0.98187,             0.99277,             0.86873,           0.0088005,           0.0011568,          0.00010073,             0.00127,             0.00127,             0.00127
                 293,            0.015242,           0.0017055,          0.00043159,              0.9825,             0.98017,             0.99293,             0.87044,           0.0087799,           0.0011513,          0.00010287,             0.00124,             0.00124,             0.00124
                 294,            0.014754,           0.0016252,          0.00029223,             0.98157,             0.97989,             0.99231,             0.86911,           0.0088236,           0.0011495,           0.0001143,             0.00121,             0.00121,             0.00121
                 295,            0.014607,           0.0016517,          0.00029383,             0.98288,             0.97748,             0.99265,             0.86844,           0.0087812,            0.001149,          0.00011225,             0.00118,             0.00118,             0.00118
                 296,            0.014532,            0.001596,          0.00033775,             0.98274,             0.97971,             0.99267,             0.86893,           0.0087593,           0.0011489,          0.00010835,             0.00115,             0.00115,             0.00115
                 297,            0.014795,           0.0016567,          0.00041906,             0.98157,             0.98218,             0.99242,             0.87158,           0.0087852,           0.0011502,          0.00011948,             0.00112,             0.00112,             0.00112
                 298,            0.014754,           0.0016155,          0.00043052,             0.98068,              0.9817,             0.99292,             0.86844,           0.0089726,             0.00115,          0.00012767,             0.00109,             0.00109,             0.00109
                 299,            0.014395,           0.0015551,          0.00030748,             0.98318,             0.98194,             0.99254,             0.86895,           0.0088384,           0.0011466,          0.00012581,             0.00106,             0.00106,             0.00106
